CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/15/2015,13:55,MANHATTAN,10022,40.7609285,-73.969133,"(40.7609285, -73.969133)",LEXINGTON AVENUE                ,EAST 57 STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Turning Improperly,Unspecified,,,3278375,BICYCLE,TAXI,PASSENGER VEHICLE,,
07/29/2015,16:19,BROOKLYN,11201,40.6983784,-73.9830501,"(40.6983784, -73.9830501)",NASSAU STREET                   ,GOLD STREET                     ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3267195,BICYCLE,PASSENGER VEHICLE,,,
08/03/2015,13:50,MANHATTAN,10022,40.7591654,-73.976743,"(40.7591654, -73.976743)",WEST 51 STREET                  ,5 AVENUE                        ,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3270787,BICYCLE,SPORT UTILITY / STATION WAGON,,,
07/18/2015,22:45,MANHATTAN,10001,40.7484685,-73.9924606,"(40.7484685, -73.9924606)",7 AVENUE                        ,WEST 30 STREET                  ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3260947,BICYCLE,TAXI,,,
07/21/2015,13:15,STATEN ISLAND,10301,40.6382695,-74.0787893,"(40.6382695, -74.0787893)",VICTORY BOULEVARD               ,MONROE AVENUE                   ,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3262830,BICYCLE,PASSENGER VEHICLE,,,
07/22/2015,16:00,QUEENS,11412,40.6982104,-73.7528778,"(40.6982104, -73.7528778)",115 AVENUE                      ,201 STREET                      ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3263419,BICYCLE,PASSENGER VEHICLE,,,
07/22/2015,15:30,QUEENS,11385,40.7032481,-73.9084313,"(40.7032481, -73.9084313)",SENECA AVENUE                   ,GATES AVENUE                    ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,,,,,3263940,BICYCLE,SPORT UTILITY / STATION WAGON,,,
07/28/2015,14:14,QUEENS,11101,40.7498984,-73.9378107,"(40.7498984, -73.9378107)",QUEENS PLAZA NORTH              ,29 STREET                       ,,0,1,0,0,0,1,0,0,Passenger Distraction,Traffic Control Disregarded,,,,3266691,BICYCLE,PASSENGER VEHICLE,,,
08/03/2015,10:30,BROOKLYN,11223,40.6099861,-73.9623778,"(40.6099861, -73.9623778)",CONEY ISLAND AVENUE             ,AVENUE P                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3270301,BICYCLE,SPORT UTILITY / STATION WAGON,,,
08/05/2015,13:55,MANHATTAN,10012,40.7269334,-73.999917,"(40.7269334, -73.999917)",WEST HOUSTON STREET             ,LAGUARDIA PLACE                 ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3271515,BICYCLE,SMALL COM VEH(4 TIRES) ,,,
07/26/2015,2:00,BROOKLYN,11206,40.7079101,-73.9450059,"(40.7079101, -73.9450059)",MESEROLE STREET                 ,MANHATTAN AVENUE                ,,1,0,0,0,1,0,0,0,Alcohol Involvement,Lost Consciousness,,,,3265804,BICYCLE,SPORT UTILITY / STATION WAGON,,,
07/29/2015,22:50,BROOKLYN,11203,40.6538055,-73.9306058,"(40.6538055, -73.9306058)",UTICA AVENUE                    ,LINDEN BOULEVARD                ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3272432,BICYCLE,UNKNOWN,,,
07/16/2015,15:48,BROOKLYN,11221,40.6912192,-73.9396792,"(40.6912192, -73.9396792)",LAFAYETTE AVENUE                ,MARCUS GARVEY BOULEVARD         ,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3260637,BICYCLE,PASSENGER VEHICLE,,,
07/21/2015,8:30,BROOKLYN,11222,40.7221796,-73.9498645,"(40.7221796, -73.9498645)",MANHATTAN AVENUE                ,DRIGGS AVENUE                   ,,1,0,0,0,1,0,0,0,Turning Improperly,Fatigued/Drowsy,,,,3262609,BICYCLE,PASSENGER VEHICLE,,,
07/21/2015,10:15,BROOKLYN,11222,40.7284598,-73.9573607,"(40.7284598, -73.9573607)",FRANKLIN STREET                 ,NOBLE STREET                    ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3262610,BICYCLE,PASSENGER VEHICLE,,,
07/31/2015,23:10,MANHATTAN,10003,40.7344344,-73.9899039,"(40.7344344, -73.9899039)",EAST 14 STREET                  ,4 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3268832,BICYCLE,PASSENGER VEHICLE,,,
07/26/2015,23:00,BROOKLYN,11232,40.6656729,-73.9960494,"(40.6656729, -73.9960494)",18 STREET                       ,3 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3265048,BICYCLE,UNKNOWN,,,
08/08/2015,7:15,QUEENS,11368,40.7597284,-73.8454909,"(40.7597284, -73.8454909)",126 STREET                      ,34 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3274991,BICYCLE,UNKNOWN,,,
08/04/2015,11:45,MANHATTAN,10022,40.7616682,-73.9749156,"(40.7616682, -73.9749156)",WEST 55 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,,,,3271572,BICYCLE,PICK-UP TRUCK,,,
07/12/2015,23:40,MANHATTAN,10012,40.7249516,-73.9949094,"(40.7249516, -73.9949094)",EAST HOUSTON STREET             ,MULBERRY STREET                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3256962,BICYCLE,TAXI,,,
07/11/2015,4:00,,,,,,BROADWAY                        ,HOOPER STREET                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3256229,BICYCLE,UNKNOWN,,,
07/13/2015,10:00,BROOKLYN,11215,40.6649643,-73.9898135,"(40.6649643, -73.9898135)",5 AVENUE                        ,16 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258081,BICYCLE,UNKNOWN,,,
06/27/2015,15:00,QUEENS,11385,40.7008911,-73.8933485,"(40.7008911, -73.8933485)",MYRTLE AVENUE                   ,62 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3247869,BICYCLE,PASSENGER VEHICLE,,,
07/05/2015,23:30,BROOKLYN,11222,40.7240986,-73.9509778,"(40.7240986, -73.9509778)",MANHATTAN AVENUE                ,BEDFORD AVENUE                  ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3253040,BICYCLE,PASSENGER VEHICLE,,,
07/07/2015,19:20,BROOKLYN,11226,40.6407675,-73.9514066,"(40.6407675, -73.9514066)",ROGERS AVENUE                   ,AVENUE D                        ,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3254368,BICYCLE,PASSENGER VEHICLE,,,
06/23/2015,23:16,MANHATTAN,10026,40.8000896,-73.9510952,"(40.8000896, -73.9510952)",WEST 113 STREET                 ,LENOX AVENUE                    ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245708,BICYCLE,PASSENGER VEHICLE,,,
06/17/2015,20:46,MANHATTAN,10036,40.7603012,-73.9949825,"(40.7603012, -73.9949825)",WEST 43 STREET                  ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3241653,BICYCLE,UNKNOWN,,,
07/08/2015,9:12,BROOKLYN,11211,40.7119706,-73.9610289,"(40.7119706, -73.9610289)",DRIGGS AVENUE                   ,SOUTH 3 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3255617,BICYCLE,PASSENGER VEHICLE,,,
06/23/2015,16:20,MANHATTAN,10013,40.7176779,-74.0057791,"(40.7176779, -74.0057791)",CHURCH STREET                   ,LEONARD STREET                  ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3244629,BICYCLE,UNKNOWN,,,
07/02/2015,19:30,BROOKLYN,11230,40.6167573,-73.9714113,"(40.6167573, -73.9714113)",AVENUE M                        ,EAST 4 STREET                   ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3251617,BICYCLE,PASSENGER VEHICLE,,,
07/07/2015,6:50,QUEENS,11379,40.7122293,-73.8843523,"(40.7122293, -73.8843523)",71 STREET                       ,METROPOLITAN AVENUE             ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3253854,BICYCLE,PASSENGER VEHICLE,,,
06/28/2015,2:00,QUEENS,11694,40.5798131,-73.8371988,"(40.5798131, -73.8371988)",BEACH 116 STREET                ,ROCKAWAY BEACH BOULEVARD        ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3249885,BICYCLE,PASSENGER VEHICLE,,,
06/27/2015,0:02,BROOKLYN,11211,40.7077437,-73.9536048,"(40.7077437, -73.9536048)",SOUTH 5 STREET                  ,HOOPER STREET                   ,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3247841,BICYCLE,PASSENGER VEHICLE,,,
06/26/2015,10:25,BROOKLYN,11201,40.6993949,-73.9920731,"(40.6993949, -73.9920731)",CRANBERRY STREET                ,HENRY STREET                    ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3247833,BICYCLE,VAN,,,
06/17/2015,12:50,MANHATTAN,10009,40.7226723,-73.9829645,"(40.7226723, -73.9829645)",EAST 3 STREET                   ,AVENUE B                        ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3240908,BICYCLE,SPORT UTILITY / STATION WAGON,,,
06/26/2015,8:53,BROOKLYN,11218,40.6431653,-73.9904979,"(40.6431653, -73.9904979)",FORT HAMILTON PARKWAY           ,39 STREET                       ,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3248296,BICYCLE,PASSENGER VEHICLE,,,
07/09/2015,23:11,BROOKLYN,11222,40.7325721,-73.9520107,"(40.7325721, -73.9520107)",INDIA STREET                    ,MC GUINNESS BOULEVARD           ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3255634,BICYCLE,UNKNOWN,,,
06/21/2015,16:50,MANHATTAN,10003,40.7279758,-73.988119,"(40.7279758, -73.988119)",2 AVENUE                        ,EAST 7 STREET                   ,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3242720,BICYCLE,PASSENGER VEHICLE,,,
07/10/2015,19:00,BROOKLYN,11201,40.688616,-73.9891681,"(40.688616, -73.9891681)",ATLANTIC AVENUE                 ,SMITH STREET                    ,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3272565,BICYCLE,PASSENGER VEHICLE,,,
06/12/2015,14:23,BROOKLYN,11226,40.6398068,-73.9513064,"(40.6398068, -73.9513064)",NEWKIRK AVENUE                  ,ROGERS AVENUE                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3241842,BICYCLE,SPORT UTILITY / STATION WAGON,,,
06/05/2015,19:15,MANHATTAN,10003,40.7311655,-73.9919214,"(40.7311655, -73.9919214)",BROADWAY                        ,EAST 9 STREET                   ,,0,0,0,0,0,0,0,0,Passenger Distraction,Lost Consciousness,,,,3235163,BICYCLE,,,,
06/06/2015,18:45,BROOKLYN,11238,40.6722428,-73.9610305,"(40.6722428, -73.9610305)",LINCOLN PLACE                   ,CLASSON AVENUE                  ,,1,0,0,0,1,0,0,0,Passenger Distraction,Physical Disability,,,,3235402,BICYCLE,PASSENGER VEHICLE,,,
06/13/2015,22:50,QUEENS,11422,40.6703548,-73.733713,"(40.6703548, -73.733713)",136 AVENUE                      ,242 STREET                      ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3239509,BICYCLE,PASSENGER VEHICLE,,,
05/27/2015,14:40,BROOKLYN,11205,40.6977164,-73.967727,"(40.6977164, -73.967727)",FLUSHING AVENUE                 ,WASHINGTON AVENUE               ,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3229169,BICYCLE,PASSENGER VEHICLE,,,
06/09/2015,23:45,BROOKLYN,11221,40.6984546,-73.9217562,"(40.6984546, -73.9217562)",MYRTLE AVENUE                   ,WILSON AVENUE                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3237495,BICYCLE,SPORT UTILITY / STATION WAGON,,,
06/02/2015,18:13,BROOKLYN,11238,40.6859497,-73.9594215,"(40.6859497, -73.9594215)",CLASSON AVENUE                  ,QUINCY STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3232481,BICYCLE,SPORT UTILITY / STATION WAGON,,,
05/25/2015,19:50,BROOKLYN,11214,40.6024219,-73.9945838,"(40.6024219, -73.9945838)",86 STREET                       ,BAY 29 STREET                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3227614,BICYCLE,UNKNOWN,,,
05/31/2015,18:00,BROOKLYN,11221,40.6991993,-73.9230825,"(40.6991993, -73.9230825)",STOCKHOLM STREET                ,WILSON AVENUE                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3231766,BICYCLE,UNKNOWN,,,
06/04/2015,17:10,BROOKLYN,11205,40.6990904,-73.956074,"(40.6990904, -73.956074)",FLUSHING AVENUE                 ,SPENCER STREET                  ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3234437,BICYCLE,VAN,,,
06/03/2015,23:35,BROOKLYN,11226,40.6383585,-73.9609746,"(40.6383585, -73.9609746)",DITMAS AVENUE                   ,EAST 18 STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3233708,BICYCLE,PASSENGER VEHICLE,,,
05/28/2015,20:30,,,,,,COURT SQUARE                    ,JACKSON AVENUE                  ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3229918,BICYCLE,SCOOTER,,,
06/05/2015,8:30,BROOKLYN,11213,40.6668786,-73.9452128,"(40.6668786, -73.9452128)",BROOKLYN AVENUE                 ,CARROLL STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3234884,BICYCLE,UNKNOWN,,,
06/12/2015,8:55,BROOKLYN,11204,40.6327179,-73.9837621,"(40.6327179, -73.9837621)",46 STREET                       ,16 AVENUE                       ,,1,0,0,0,1,0,0,0,Oversized Vehicle,Unspecified,,,,3238706,BICYCLE,BUS,,,
06/08/2015,10:20,QUEENS,11434,40.6920664,-73.7653955,"(40.6920664, -73.7653955)",LINDEN BOULEVARD                ,NEWBURG STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3236309,BICYCLE,PASSENGER VEHICLE,,,
05/12/2015,10:00,BROOKLYN,11205,40.6915631,-73.9695221,"(40.6915631, -73.9695221)",VANDERBILT AVENUE               ,WILLOUGHBY AVENUE               ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,3219297,BICYCLE,OTHER,,,
05/13/2015,22:00,MANHATTAN,10036,40.760405,-73.9874743,"(40.760405, -73.9874743)",WEST 47 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3220346,BICYCLE,PASSENGER VEHICLE,,,
05/20/2015,9:00,BROOKLYN,11232,40.6538564,-74.0081666,"(40.6538564, -74.0081666)",3 AVENUE                        ,39 STREET                       ,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3224966,BICYCLE,UNKNOWN,,,
05/17/2015,3:20,QUEENS,11419,40.6841371,-73.8241226,"(40.6841371, -73.8241226)",107 AVENUE                      ,118 STREET                      ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3221978,BICYCLE,UNKNOWN,,,
05/12/2015,10:00,BROOKLYN,11205,40.6915631,-73.9695221,"(40.6915631, -73.9695221)",VANDERBILT AVENUE               ,WILLOUGHBY AVENUE               ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,3220021,BICYCLE,OTHER,,,
05/17/2015,10:20,QUEENS,11379,40.7111391,-73.8734356,"(40.7111391, -73.8734356)",79 STREET                       ,68 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3221908,BICYCLE,UNKNOWN,,,
05/04/2015,16:00,BROOKLYN,11211,40.71076,-73.9531302,"(40.71076, -73.9531302)",BORINQUEN PLACE                 ,SOUTH 1 STREET                  ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3215007,BICYCLE,PASSENGER VEHICLE,,,
05/06/2015,10:59,MANHATTAN,10001,40.7533873,-73.996304,"(40.7533873, -73.996304)",9 AVENUE                        ,WEST 34 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3215901,BICYCLE,VAN,,,
04/27/2015,14:38,MANHATTAN,10012,40.7304302,-74.0001227,"(40.7304302, -74.0001227)",WEST 3 STREET                   ,MAC DOUGAL STREET               ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3209756,BICYCLE,SMALL COM VEH(4 TIRES) ,,,
05/11/2015,14:40,BROOKLYN,11206,40.7038534,-73.9512704,"(40.7038534, -73.9512704)",LYNCH STREET                    ,HARRISON AVENUE                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3223150,BICYCLE,UNKNOWN,,,
05/03/2015,5:50,BROOKLYN,11238,40.6808814,-73.9632932,"(40.6808814, -73.9632932)",ATLANTIC AVENUE                 ,ST JAMES PLACE                  ,,1,0,0,0,1,0,0,0,Unspecified,,,,,3213716,BICYCLE,SPORT UTILITY / STATION WAGON,,,
05/14/2015,16:29,QUEENS,11379,40.7138422,-73.900939,"(40.7138422, -73.900939)",FRESH PD ROAD                   ,62 AVENUE                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3220723,BICYCLE,PASSENGER VEHICLE,,,
05/13/2015,16:55,MANHATTAN,10005,40.7086145,-74.0093708,"(40.7086145, -74.0093708)",LIBERTY STREET                  ,NASSAU STREET                   ,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3219592,BICYCLE,UNKNOWN,,,
05/02/2015,17:30,,,,,,UNDERHILL AVENUE                ,BRUCKNER BOULEVARD              ,,1,0,0,0,1,0,0,0,Unspecified,,,,,3212946,BICYCLE,PASSENGER VEHICLE,,,
05/09/2015,18:30,MANHATTAN,10002,40.7150813,-73.9924897,"(40.7150813, -73.9924897)",ALLEN STREET                    ,CANAL STREET                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3217644,BICYCLE,PASSENGER VEHICLE,,,
05/20/2015,18:50,BROOKLYN,11211,40.7069701,-73.9547415,"(40.7069701, -73.9547415)",HARRISON AVENUE                 ,DIVISION AVENUE                 ,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,3224441,BICYCLE,UNKNOWN,,,
05/06/2015,18:00,BROOKLYN,11222,40.7325721,-73.9520107,"(40.7325721, -73.9520107)",MCGUINNESS BOULEVARD            ,INDIA STREET                    ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3215648,BICYCLE,UNKNOWN,,,
05/13/2015,12:30,QUEENS,11103,40.7654813,-73.9136994,"(40.7654813, -73.9136994)",STEINWAY STREET                 ,28 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3220215,BICYCLE,SPORT UTILITY / STATION WAGON,,,
05/10/2015,13:35,MANHATTAN,10019,40.7629663,-73.9739693,"(40.7629663, -73.9739693)",EAST 57 STREET                  ,5 AVENUE                        ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Illness,,,,3218250,BICYCLE,TAXI,,,
04/25/2015,15:40,BROOKLYN,11205,40.6894687,-73.9691048,"(40.6894687, -73.9691048)",DEKALB AVENUE                   ,VANDERBILT AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3208983,BICYCLE,BUS,,,
04/21/2015,20:40,MANHATTAN,10003,40.7307234,-73.989053,"(40.7307234, -73.989053)",EAST 10 STREET                  ,3 AVENUE                        ,,1,0,0,0,1,0,0,0,Headlights Defective,Unspecified,,,,3206174,BICYCLE,PASSENGER VEHICLE,,,
03/28/2015,18:30,BROOKLYN,11207,40.6779002,-73.8925777,"(40.6779002, -73.8925777)",FULTON STREET                   ,MILLER AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3193594,BICYCLE,PASSENGER VEHICLE,,,
04/12/2015,21:02,MANHATTAN,10001,40.7497063,-73.9915618,"(40.7497063, -73.9915618)",7 AVENUE                        ,WEST 32 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3201659,BICYCLE,OTHER,,,
04/10/2015,21:15,,,,,,FRANKLIN AVENUE                 ,EAST 169 STREET                 ,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3200277,BICYCLE,UNKNOWN,,,
04/17/2015,19:15,BROOKLYN,11230,40.6342648,-73.9659526,"(40.6342648, -73.9659526)",WESTMINSTER ROAD                ,NEWKIRK AVENUE                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3204689,BICYCLE,UNKNOWN,,,
04/04/2015,21:15,MANHATTAN,10026,40.8039585,-73.9482713,"(40.8039585, -73.9482713)",WEST 119 STREET                 ,LENOX AVENUE                    ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3199350,BICYCLE,TAXI,,,
04/05/2015,21:31,BROOKLYN,11222,40.7351589,-73.9550724,"(40.7351589, -73.9550724)",EAGLE STREET                    ,MANHATTAN AVENUE                ,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,3198517,BICYCLE,UNKNOWN,,,
04/13/2015,13:00,BROOKLYN,11232,40.6645366,-73.9970731,"(40.6645366, -73.9970731)",20 STREET                       ,3 AVENUE                        ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3201872,BICYCLE,PASSENGER VEHICLE,,,
04/04/2015,18:20,MANHATTAN,10036,40.7597301,-73.9916833,"(40.7597301, -73.9916833)",9 AVENUE                        ,WEST 44 STREET                  ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3197315,BICYCLE,PASSENGER VEHICLE,,,
03/13/2015,15:30,MANHATTAN,10029,40.7986223,-73.9416189,"(40.7986223, -73.9416189)",EAST 116 STREET                 ,LEXINGTON AVENUE                ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3185380,BICYCLE,UNKNOWN,,,
03/16/2015,19:01,MANHATTAN,10017,40.7547827,-73.9799352,"(40.7547827, -73.9799352)",WEST 44 STREET                  ,5 AVENUE                        ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3187377,BICYCLE,TAXI,,,
03/21/2015,15:50,BRONX,10457,40.8454106,-73.8911253,"(40.8454106, -73.8911253)",CROTONA AVENUE                  ,EAST TREMONT AVENUE             ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3190731,BICYCLE,UNKNOWN,,,
02/25/2015,18:55,BROOKLYN,11211,40.7111671,-73.9488916,"(40.7111671, -73.9488916)",GRAND STREET                    ,LORIMER STREET                  ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3176086,BICYCLE,PASSENGER VEHICLE,,,
03/18/2015,19:14,MANHATTAN,10017,40.7507747,-73.9765366,"(40.7507747, -73.9765366)",EAST 41 STREET                  ,LEXINGTON AVENUE                ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,,,,3188569,BICYCLE,TAXI,,,
02/05/2015,9:00,QUEENS,11378,40.7266237,-73.9064473,"(40.7266237, -73.9064473)",55 ROAD                         ,BORDEN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3165649,BICYCLE,PASSENGER VEHICLE,,,
02/10/2015,18:20,,,,,,EAST 2 STREET                   ,EAST 9 STREET                   ,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Turning Improperly,,,,3166833,BICYCLE,UNKNOWN,,,
02/07/2015,12:19,MANHATTAN,10001,40.7521904,-73.9934636,"(40.7521904, -73.9934636)",WEST 34 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3165366,BICYCLE,OTHER,,,
02/13/2015,14:00,MANHATTAN,10036,40.7567703,-73.9827104,"(40.7567703, -73.9827104)",WEST 45 STREET                  ,AVENUE OF THE AMERICAS          ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3169157,BICYCLE,TAXI,,,
01/20/2015,18:16,BRONX,10460,40.8404474,-73.866912,"(40.8404474, -73.866912)",,,F/O 1831 EAST TREMONT AVENUE            ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3156784,BICYCLE,UNKNOWN,,,
12/25/2014,19:00,BROOKLYN,11216,40.6862043,-73.9507352,"(40.6862043, -73.9507352)",GATES AVENUE                    ,NOSTRAND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3142986,BICYCLE,UNKNOWN,,,
01/15/2015,2:45,BRONX,10463,40.8816867,-73.9028226,"(40.8816867, -73.9028226)",BROADWAY                        ,WEST 234 STREET                 ,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Other Vehicular,,,,3153304,BICYCLE,PASSENGER VEHICLE,,,
01/06/2015,15:00,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.9973406)",AVENUE OF THE AMERICAS          ,WEST 13 STREET                  ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3148617,BICYCLE,LIVERY VEHICLE,,,
12/23/2014,14:20,QUEENS,11106,40.7619707,-73.9253817,"(40.7619707, -73.9253817)",BROADWAY                        ,31 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3142197,BICYCLE,SPORT UTILITY / STATION WAGON,,,
12/07/2014,19:00,MANHATTAN,10009,40.7257771,-73.9866041,"(40.7257771, -73.9866041)",1 AVENUE                        ,EAST 5 STREET                   ,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,3132624,BICYCLE,PASSENGER VEHICLE,,,
12/17/2014,14:00,MANHATTAN,10014,40.7271556,-74.0055454,"(40.7271556, -74.0055454)",VARICK STREET                   ,CHARLTON STREET                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3138247,BICYCLE,TAXI,,,
12/04/2014,19:30,BROOKLYN,11204,40.6172885,-73.9778514,"(40.6172885, -73.9778514)",BAY PARKWAY                     ,59 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3131181,BICYCLE,UNKNOWN,,,
