CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/14/2013,11:20,BROOKLYN,11217,40.6860873,-73.9826602,"(40.6860873, -73.9826602)",ATLANTIC AVENUE                 ,NEVINS STREET                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,188944,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,,
02/02/2013,21:55,MANHATTAN,10017,40.7532425,-73.9666173,"(40.7532425, -73.9666173)",EAST 49 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,34044,TAXI,TAXI,BICYCLE,,
12/01/2012,9:45,BROOKLYN,11217,40.678639,-73.9735083,"(40.678639, -73.9735083)",FLATBUSH AVENUE                 ,PROSPECT PLACE                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,176606,TAXI,PASSENGER VEHICLE,BICYCLE,,
11/21/2012,18:30,BROOKLYN,11230,40.6344805,-73.9621983,"(40.6344805, -73.9621983)",FOSTER AVENUE                   ,EAST 16 STREET                  ,,2,0,0,0,2,0,0,0,Unspecified,Unspecified,Unspecified,,,148516,SPORT UTILITY / STATION WAGON,BICYCLE,BICYCLE,,
11/26/2012,21:25,QUEENS,11385,40.7129023,-73.906077,"(40.7129023, -73.906077)",FOREST AVENUE                   ,METROPOLITAN AVENUE             ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,214660,PASSENGER VEHICLE,BICYCLE,BICYCLE,,
11/26/2012,14:00,BROOKLYN,11206,40.7007255,-73.9419319,"(40.7007255, -73.9419319)",FLUSHING AVENUE                 ,BROADWAY                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,194842,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,BICYCLE,,
11/13/2012,22:45,BRONX,10469,40.8712851,-73.858487,"(40.8712851, -73.858487)",PAULDING AVENUE                 ,BURKE AVENUE                    ,,2,0,0,0,2,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,95993,PASSENGER VEHICLE,BICYCLE,BICYCLE,,
11/06/2012,12:15,MANHATTAN,10025,40.7884768,-73.9670113,"(40.7884768, -73.9670113)",WEST 91 STREET                  ,CENTRAL PARK WEST               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,58016,SPORT UTILITY / STATION WAGON,BICYCLE,BICYCLE,,
11/02/2012,17:00,,,,,,MERRICK BOULEVARD               ,218 STREET                      ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,Unspecified,,,221100,VAN,BICYCLE,BICYCLE,,
10/18/2012,11:20,BROOKLYN,11201,40.6997037,-73.9804639,"(40.6997037, -73.9804639)",NAVY STREET                     ,SANDS STREET                    ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,Unspecified,,,188409,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,
10/18/2012,18:00,MANHATTAN,10002,40.7177239,-73.9857652,"(40.7177239, -73.9857652)",DELANCEY STREET                 ,CLINTON STREET                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,12531,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,,
